InvoiceNo,CustomerID,InvoiceDate,Quantity,UnitPrice,TotalSpend
INV11287,CUST1222,2023-04-13 00:00:00,4,38.67,154.68
INV11287,CUST1222,2023-04-13 00:00:00,6,286.89,1721.34
INV11288,CUST1222,2023-11-14 00:00:00,3,364.97,1094.91
INV11288,CUST1222,2023-11-14 00:00:00,3,58.84,176.52
INV11289,CUST1222,2023-07-08 00:00:00,3,40.53,121.59
INV11289,CUST1222,2023-07-08 00:00:00,6,159.9,959.4
INV11289,CUST1222,2023-07-08 00:00:00,1,313.0,313.0
INV11290,CUST1222,2023-09-27 00:00:00,10,102.62,1026.2
INV11290,CUST1222,2023-09-27 00:00:00,6,311.6,1869.6
INV11290,CUST1222,2023-09-27 00:00:00,3,109.94,329.82
INV11291,CUST1222,2023-01-27 00:00:00,6,323.0,1938.0
INV11291,CUST1222,2023-01-27 00:00:00,3,139.37,418.11
INV11292,CUST1222,2023-03-24 00:00:00,1,286.34,286.34
INV11293,CUST1222,2023-07-17 00:00:00,3,145.86,437.58
INV11293,CUST1222,2023-07-17 00:00:00,1,389.9,389.9
INV11293,CUST1222,2023-07-17 00:00:00,3,106.09,318.27
INV11293,CUST1222,2023-07-17 00:00:00,4,137.38,549.52
INV11294,CUST1222,2023-05-15 00:00:00,10,141.57,1415.7
INV11295,CUST1222,2023-07-27 00:00:00,1,375.34,375.34
INV11296,CUST1222,2023-04-08 00:00:00,4,312.64,1250.56
INV11296,CUST1222,2023-04-08 00:00:00,6,61.84,371.04
INV11296,CUST1222,2023-04-08 00:00:00,3,48.3,144.9
INV11297,CUST1222,2023-09-26 00:00:00,1,267.39,267.39
INV11297,CUST1222,2023-09-26 00:00:00,3,224.13,672.39
INV11297,CUST1222,2023-09-26 00:00:00,2,330.29,660.58
INV11297,CUST1222,2023-09-26 00:00:00,10,199.28,1992.8
INV11298,CUST1222,2023-11-22 00:00:00,2,121.32,242.64
INV11298,CUST1222,2023-11-22 00:00:00,4,249.44,997.76
INV11299,CUST1222,2023-02-08 00:00:00,10,107.62,1076.2
INV11299,CUST1222,2023-02-08 00:00:00,4,112.93,451.72
INV11299,CUST1222,2023-02-08 00:00:00,10,49.43,494.3
INV11300,CUST1222,2023-04-14 00:00:00,1,68.24,68.24
INV11300,CUST1222,2023-04-14 00:00:00,6,64.34,386.04
INV11301,CUST1222,2023-09-22 00:00:00,10,157.8,1578.0
INV11301,CUST1222,2023-09-22 00:00:00,4,46.89,187.56
INV11301,CUST1222,2023-09-22 00:00:00,1,128.27,128.27
INV11301,CUST1222,2023-09-22 00:00:00,2,362.23,724.46
INV11302,CUST1223,2023-01-06 00:00:00,3,101.19,303.57
INV11302,CUST1223,2023-01-06 00:00:00,4,39.15,156.6
INV11302,CUST1223,2023-01-06 00:00:00,1,34.33,34.33
INV11303,CUST1223,2023-09-09 00:00:00,4,134.89,539.56
INV11303,CUST1223,2023-09-09 00:00:00,4,87.4,349.6
INV11303,CUST1223,2023-09-09 00:00:00,10,47.45,474.5
INV11303,CUST1223,2023-09-09 00:00:00,6,102.87,617.22
INV11304,CUST1223,2023-01-14 00:00:00,4,61.22,244.88
INV11304,CUST1223,2023-01-14 00:00:00,10,87.23,872.3
INV11304,CUST1223,2023-01-14 00:00:00,6,193.25,1159.5
INV11305,CUST1223,2023-07-23 00:00:00,3,57.67,173.01
INV11305,CUST1223,2023-07-23 00:00:00,1,52.31,52.31
INV11306,CUST1223,2023-08-22 00:00:00,1,149.84,149.84
INV11306,CUST1223,2023-08-22 00:00:00,6,75.03,450.18
INV11307,CUST1223,2023-09-25 00:00:00,2,126.89,253.78
INV11307,CUST1223,2023-09-25 00:00:00,2,82.21,164.42
INV11308,CUST1223,2023-08-04 00:00:00,3,39.74,119.22
INV11309,CUST1224,2023-01-14 00:00:00,3,337.8,1013.4
INV11309,CUST1224,2023-01-14 00:00:00,10,40.81,408.1
INV11309,CUST1224,2023-01-14 00:00:00,4,102.84,411.36
INV11309,CUST1224,2023-01-14 00:00:00,6,170.13,1020.78
INV11310,CUST1224,2023-02-21 00:00:00,10,68.06,680.6
INV11311,CUST1224,2023-02-16 00:00:00,2,86.75,173.5
INV11311,CUST1224,2023-02-16 00:00:00,10,61.11,611.1
INV11311,CUST1224,2023-02-16 00:00:00,4,293.39,1173.56
INV11311,CUST1224,2023-02-16 00:00:00,2,275.79,551.58
INV11312,CUST1224,2023-08-22 00:00:00,4,324.59,1298.36
INV11312,CUST1224,2023-08-22 00:00:00,2,89.23,178.46
INV11312,CUST1224,2023-08-22 00:00:00,2,88.88,177.76
INV11313,CUST1224,2023-03-02 00:00:00,10,65.07,650.7
INV11313,CUST1224,2023-03-02 00:00:00,10,345.45,3454.5
INV11314,CUST1225,2023-09-11 00:00:00,1,71.58,71.58
INV11314,CUST1225,2023-09-11 00:00:00,10,137.24,1372.4
INV11314,CUST1225,2023-09-11 00:00:00,2,242.12,484.24
INV11315,CUST1225,2023-08-23 00:00:00,1,22.88,22.88
INV11315,CUST1225,2023-08-23 00:00:00,10,45.28,452.8
INV11315,CUST1225,2023-08-23 00:00:00,2,207.78,415.56
INV11316,CUST1225,2023-08-08 00:00:00,2,193.96,387.92
INV11316,CUST1225,2023-08-08 00:00:00,2,144.38,288.76
INV11316,CUST1225,2023-08-08 00:00:00,10,101.58,1015.8
INV11317,CUST1225,2023-07-06 00:00:00,4,156.84,627.36
INV11317,CUST1225,2023-07-06 00:00:00,6,139.32,835.92
INV11317,CUST1225,2023-07-06 00:00:00,2,216.1,432.2
INV11318,CUST1225,2023-07-14 00:00:00,6,163.49,980.94
INV11318,CUST1225,2023-07-14 00:00:00,10,142.1,1421.0
INV11319,CUST1226,2023-01-02 00:00:00,3,32.49,97.47
INV11319,CUST1226,2023-01-02 00:00:00,1,25.92,25.92
INV11319,CUST1226,2023-01-02 00:00:00,2,74.14,148.28
INV11319,CUST1226,2023-01-02 00:00:00,3,84.01,252.03
INV11320,CUST1227,2023-09-13 00:00:00,10,122.66,1226.6
INV11320,CUST1227,2023-09-13 00:00:00,3,267.78,803.34
INV11320,CUST1227,2023-09-13 00:00:00,2,145.73,291.46
INV11320,CUST1227,2023-09-13 00:00:00,1,143.02,143.02
INV11321,CUST1227,2023-04-25 00:00:00,10,32.03,320.3
INV11321,CUST1227,2023-04-25 00:00:00,3,46.5,139.5
INV11322,CUST1227,2023-08-10 00:00:00,2,69.99,139.98
INV11322,CUST1227,2023-08-10 00:00:00,3,95.77,287.31
INV11322,CUST1227,2023-08-10 00:00:00,4,254.04,1016.16
INV11322,CUST1227,2023-08-10 00:00:00,1,79.6,79.6
INV11323,CUST1227,2023-08-27 00:00:00,6,33.1,198.6
INV11323,CUST1227,2023-08-27 00:00:00,1,18.96,18.96
INV11323,CUST1227,2023-08-27 00:00:00,6,276.33,1657.98
INV11324,CUST1227,2023-01-22 00:00:00,1,260.87,260.87
INV11325,CUST1227,2023-06-17 00:00:00,2,23.6,47.2
INV11325,CUST1227,2023-06-17 00:00:00,10,120.76,1207.6
INV11325,CUST1227,2023-06-17 00:00:00,6,49.63,297.78
INV11325,CUST1227,2023-06-17 00:00:00,2,116.31,232.62
INV11326,CUST1227,2023-03-31 00:00:00,6,93.47,560.82
INV11326,CUST1227,2023-03-31 00:00:00,3,195.49,586.47
INV11326,CUST1227,2023-03-31 00:00:00,3,123.98,371.94
INV11326,CUST1227,2023-03-31 00:00:00,2,47.21,94.42
INV11327,CUST1228,2023-01-01 00:00:00,1,20.32,20.32
INV11327,CUST1228,2023-01-01 00:00:00,2,147.97,295.94
INV11327,CUST1228,2023-01-01 00:00:00,4,164.55,658.2
INV11327,CUST1228,2023-01-01 00:00:00,6,151.6,909.6
INV11328,CUST1228,2023-01-06 00:00:00,4,27.76,111.04
INV11329,CUST1229,2023-02-06 00:00:00,6,56.43,338.58
INV11329,CUST1229,2023-02-06 00:00:00,6,207.15,1242.9
INV11330,CUST1229,2023-05-07 00:00:00,2,223.74,447.48
INV11331,CUST1229,2023-01-19 00:00:00,3,127.5,382.5
INV11331,CUST1229,2023-01-19 00:00:00,6,127.85,767.1
INV11332,CUST1230,2023-02-27 00:00:00,6,63.82,382.92
INV11332,CUST1230,2023-02-27 00:00:00,6,14.28,85.68
INV11332,CUST1230,2023-02-27 00:00:00,10,18.47,184.7
INV11332,CUST1230,2023-02-27 00:00:00,1,32.93,32.93
INV11333,CUST1231,2023-06-05 00:00:00,6,129.7,778.2
INV11333,CUST1231,2023-06-05 00:00:00,3,172.76,518.28
INV11333,CUST1231,2023-06-05 00:00:00,4,151.29,605.16
INV11334,CUST1231,2023-05-11 00:00:00,2,121.8,243.6
INV11334,CUST1231,2023-05-11 00:00:00,1,187.3,187.3
INV11335,CUST1232,2023-11-14 00:00:00,6,20.45,122.7
INV11335,CUST1232,2023-11-14 00:00:00,3,108.05,324.15
INV11335,CUST1232,2023-11-14 00:00:00,4,50.95,203.8
INV11335,CUST1232,2023-11-14 00:00:00,2,94.86,189.72
INV11336,CUST1233,2023-05-23 00:00:00,10,118.58,1185.8
INV11336,CUST1233,2023-05-23 00:00:00,6,138.31,829.86
INV11337,CUST1234,2023-04-20 00:00:00,1,92.85,92.85
INV11337,CUST1234,2023-04-20 00:00:00,1,49.58,49.58
INV11337,CUST1234,2023-04-20 00:00:00,1,19.1,19.1
INV11338,CUST1234,2023-10-02 00:00:00,10,130.37,1303.7
INV11338,CUST1234,2023-10-02 00:00:00,3,39.35,118.05
INV11338,CUST1234,2023-10-02 00:00:00,6,17.68,106.08
INV11339,CUST1234,2023-10-08 00:00:00,6,205.85,1235.1
INV11339,CUST1234,2023-10-08 00:00:00,2,169.28,338.56
INV11339,CUST1234,2023-10-08 00:00:00,6,117.14,702.84
INV11339,CUST1234,2023-10-08 00:00:00,4,180.53,722.12
INV11340,CUST1234,2023-05-06 00:00:00,2,55.22,110.44
INV11340,CUST1234,2023-05-06 00:00:00,6,170.02,1020.12
INV11341,CUST1234,2023-06-06 00:00:00,10,56.62,566.2
INV11341,CUST1234,2023-06-06 00:00:00,4,130.06,520.24
INV11342,CUST1235,2023-01-01 00:00:00,3,105.11,315.33
INV11342,CUST1235,2023-01-01 00:00:00,2,191.63,383.26
INV11342,CUST1235,2023-01-01 00:00:00,2,18.23,36.46
INV11343,CUST1235,2023-03-04 00:00:00,2,181.47,362.94
INV11343,CUST1235,2023-03-04 00:00:00,3,170.06,510.18
INV11343,CUST1235,2023-03-04 00:00:00,3,44.09,132.27
INV11344,CUST1236,2023-01-10 00:00:00,1,98.34,98.34
INV11344,CUST1236,2023-01-10 00:00:00,10,54.16,541.6
INV11344,CUST1236,2023-01-10 00:00:00,6,37.86,227.16
INV11344,CUST1236,2023-01-10 00:00:00,4,120.86,483.44
INV11345,CUST1236,2023-09-07 00:00:00,10,47.68,476.8
INV11345,CUST1236,2023-09-07 00:00:00,6,167.76,1006.56
INV11345,CUST1236,2023-09-07 00:00:00,6,122.33,733.98
INV11346,CUST1236,2023-04-11 00:00:00,4,194.21,776.84
INV11346,CUST1236,2023-04-11 00:00:00,3,78.03,234.09
INV11346,CUST1236,2023-04-11 00:00:00,6,164.3,985.8
INV11347,CUST1236,2023-07-02 00:00:00,4,37.67,150.68
INV11347,CUST1236,2023-07-02 00:00:00,2,199.41,398.82
INV11347,CUST1236,2023-07-02 00:00:00,10,20.0,200.0
INV11347,CUST1236,2023-07-02 00:00:00,2,137.74,275.48
INV11348,CUST1236,2023-01-18 00:00:00,4,177.23,708.92
INV11348,CUST1236,2023-01-18 00:00:00,1,51.55,51.55
INV11348,CUST1236,2023-01-18 00:00:00,10,80.46,804.6
INV11349,CUST1236,2023-09-06 00:00:00,6,23.62,141.72
INV11350,CUST1236,2023-02-10 00:00:00,1,83.1,83.1
INV11350,CUST1236,2023-02-10 00:00:00,10,133.82,1338.2
INV11350,CUST1236,2023-02-10 00:00:00,4,160.19,640.76
INV11350,CUST1236,2023-02-10 00:00:00,10,199.37,1993.7
INV11351,CUST1236,2023-08-07 00:00:00,3,43.69,131.07
INV11351,CUST1236,2023-08-07 00:00:00,4,145.92,583.68
INV11352,CUST1236,2023-04-15 00:00:00,2,125.1,250.2
INV11352,CUST1236,2023-04-15 00:00:00,10,70.05,700.5
INV11352,CUST1236,2023-04-15 00:00:00,3,57.22,171.66
INV11353,CUST1236,2023-03-04 00:00:00,3,112.48,337.44
INV11353,CUST1236,2023-03-04 00:00:00,6,126.33,757.98
INV11353,CUST1236,2023-03-04 00:00:00,4,172.86,691.44
INV11354,CUST1236,2023-07-17 00:00:00,4,148.58,594.32
INV11354,CUST1236,2023-07-17 00:00:00,6,127.85,767.1
INV11355,CUST1237,2023-03-20 00:00:00,3,431.6,1294.8
INV11355,CUST1237,2023-03-20 00:00:00,1,74.56,74.56
INV11355,CUST1237,2023-03-20 00:00:00,4,362.54,1450.16
INV11356,CUST1237,2023-05-18 00:00:00,6,312.81,1876.86
INV11356,CUST1237,2023-05-18 00:00:00,2,505.26,1010.52
INV11356,CUST1237,2023-05-18 00:00:00,6,334.39,2006.34
INV11356,CUST1237,2023-05-18 00:00:00,6,153.93,923.58
INV11357,CUST1237,2023-11-18 00:00:00,2,318.67,637.34
INV11358,CUST1237,2023-11-17 00:00:00,1,227.84,227.84
INV11358,CUST1237,2023-11-17 00:00:00,4,231.24,924.96
INV11358,CUST1237,2023-11-17 00:00:00,3,112.38,337.14
INV11359,CUST1237,2023-02-20 00:00:00,4,213.64,854.56
INV11359,CUST1237,2023-02-20 00:00:00,3,456.3,1368.9
INV11359,CUST1237,2023-02-20 00:00:00,3,246.59,739.77
INV11360,CUST1237,2023-08-05 00:00:00,2,45.49,90.98
INV11360,CUST1237,2023-08-05 00:00:00,3,468.7,1406.1
INV11360,CUST1237,2023-08-05 00:00:00,3,421.9,1265.7
INV11360,CUST1237,2023-08-05 00:00:00,6,208.41,1250.46
INV11361,CUST1237,2023-04-12 00:00:00,10,361.43,3614.3
INV11362,CUST1237,2023-12-17 00:00:00,4,174.47,697.88
INV11363,CUST1237,2023-05-11 00:00:00,3,406.15,1218.45
INV11363,CUST1237,2023-05-11 00:00:00,10,448.96,4489.6
INV11363,CUST1237,2023-05-11 00:00:00,6,397.8,2386.8
INV11363,CUST1237,2023-05-11 00:00:00,1,181.77,181.77
INV11364,CUST1237,2023-11-11 00:00:00,1,349.02,349.02
INV11364,CUST1237,2023-11-11 00:00:00,10,171.85,1718.5
INV11365,CUST1238,2023-07-01 00:00:00,3,121.83,365.49
INV11365,CUST1238,2023-07-01 00:00:00,1,233.54,233.54
INV11365,CUST1238,2023-07-01 00:00:00,1,63.95,63.95
INV11366,CUST1238,2023-09-28 00:00:00,6,245.49,1472.94
INV11367,CUST1239,2023-02-01 00:00:00,6,70.4,422.4
INV11367,CUST1239,2023-02-01 00:00:00,3,148.31,444.93
INV11367,CUST1239,2023-02-01 00:00:00,3,18.83,56.49
INV11368,CUST1239,2023-01-02 00:00:00,4,26.9,107.6
INV11368,CUST1239,2023-01-02 00:00:00,3,168.63,505.89
INV11369,CUST1239,2023-03-25 00:00:00,1,185.36,185.36
INV11369,CUST1239,2023-03-25 00:00:00,6,16.17,97.02
INV11370,CUST1239,2023-08-13 00:00:00,1,106.64,106.64
INV11370,CUST1239,2023-08-13 00:00:00,4,172.03,688.12
INV11370,CUST1239,2023-08-13 00:00:00,4,45.22,180.88
INV11370,CUST1239,2023-08-13 00:00:00,6,19.43,116.58
INV11371,CUST1239,2023-08-14 00:00:00,4,189.12,756.48
INV11371,CUST1239,2023-08-14 00:00:00,1,117.31,117.31
INV11371,CUST1239,2023-08-14 00:00:00,6,203.94,1223.64
INV11371,CUST1239,2023-08-14 00:00:00,1,227.94,227.94
INV11372,CUST1239,2023-08-22 00:00:00,6,45.77,274.62
INV11372,CUST1239,2023-08-22 00:00:00,1,84.18,84.18
INV11372,CUST1239,2023-08-22 00:00:00,4,135.88,543.52
INV11372,CUST1239,2023-08-22 00:00:00,10,216.87,2168.7
INV11373,CUST1239,2023-02-25 00:00:00,3,174.8,524.4
INV11374,CUST1239,2023-01-29 00:00:00,4,214.47,857.88
INV11375,CUST1239,2023-06-26 00:00:00,6,207.54,1245.24
INV11376,CUST1239,2023-06-12 00:00:00,2,26.03,52.06
INV11376,CUST1239,2023-06-12 00:00:00,4,70.3,281.2
INV11376,CUST1239,2023-06-12 00:00:00,1,120.51,120.51
INV11376,CUST1239,2023-06-12 00:00:00,3,114.85,344.55
INV11377,CUST1239,2023-05-03 00:00:00,10,187.95,1879.5
INV11377,CUST1239,2023-05-03 00:00:00,6,108.13,648.78
INV11377,CUST1239,2023-05-03 00:00:00,2,121.42,242.84
INV11377,CUST1239,2023-05-03 00:00:00,1,130.61,130.61
INV11378,CUST1240,2023-03-04 00:00:00,6,64.44,386.64
INV11378,CUST1240,2023-03-04 00:00:00,3,119.93,359.79
INV11378,CUST1240,2023-03-04 00:00:00,1,31.23,31.23
INV11379,CUST1241,2023-01-21 00:00:00,4,124.2,496.8
INV11379,CUST1241,2023-01-21 00:00:00,4,126.31,505.24
INV11380,CUST1242,2023-06-01 00:00:00,10,127.61,1276.1
INV11380,CUST1242,2023-06-01 00:00:00,10,131.91,1319.1
INV11380,CUST1242,2023-06-01 00:00:00,6,24.04,144.24
INV11380,CUST1242,2023-06-01 00:00:00,6,23.37,140.22
INV11381,CUST1242,2023-02-02 00:00:00,6,34.3,205.8
INV11382,CUST1243,2023-05-11 00:00:00,6,171.32,1027.92
INV11382,CUST1243,2023-05-11 00:00:00,4,225.65,902.6
INV11382,CUST1243,2023-05-11 00:00:00,6,175.91,1055.46
INV11383,CUST1243,2023-01-19 00:00:00,3,142.88,428.64
INV11383,CUST1243,2023-01-19 00:00:00,2,130.25,260.5
INV11383,CUST1243,2023-01-19 00:00:00,6,121.02,726.12
INV11384,CUST1243,2023-04-17 00:00:00,1,106.95,106.95
INV11384,CUST1243,2023-04-17 00:00:00,4,62.9,251.6
INV11384,CUST1243,2023-04-17 00:00:00,10,217.18,2171.8
INV11384,CUST1243,2023-04-17 00:00:00,6,79.06,474.36
INV11385,CUST1243,2023-03-23 00:00:00,4,96.87,387.48
INV11385,CUST1243,2023-03-23 00:00:00,4,66.9,267.6
INV11386,CUST1243,2023-09-02 00:00:00,3,222.76,668.28
INV11386,CUST1243,2023-09-02 00:00:00,1,204.04,204.04
INV11386,CUST1243,2023-09-02 00:00:00,2,194.3,388.6
INV11387,CUST1243,2023-01-02 00:00:00,3,213.99,641.97
INV11387,CUST1243,2023-01-02 00:00:00,3,188.24,564.72
INV11387,CUST1243,2023-01-02 00:00:00,6,189.06,1134.36
INV11388,CUST1244,2023-12-12 00:00:00,10,220.65,2206.5
INV11389,CUST1244,2023-03-14 00:00:00,2,434.04,868.08
INV11390,CUST1244,2023-03-30 00:00:00,4,260.21,1040.84
INV11390,CUST1244,2023-03-30 00:00:00,10,353.17,3531.7
INV11390,CUST1244,2023-03-30 00:00:00,1,260.36,260.36
INV11390,CUST1244,2023-03-30 00:00:00,2,441.6,883.2
INV11391,CUST1244,2023-11-04 00:00:00,6,230.35,1382.1
INV11391,CUST1244,2023-11-04 00:00:00,2,82.61,165.22
INV11391,CUST1244,2023-11-04 00:00:00,10,216.82,2168.2
INV11392,CUST1244,2023-08-03 00:00:00,3,271.27,813.81
INV11392,CUST1244,2023-08-03 00:00:00,10,108.21,1082.1
INV11393,CUST1244,2023-10-22 00:00:00,4,267.11,1068.44
INV11393,CUST1244,2023-10-22 00:00:00,3,329.42,988.26
INV11393,CUST1244,2023-10-22 00:00:00,4,314.56,1258.24
INV11394,CUST1244,2023-09-23 00:00:00,2,165.16,330.32
INV11394,CUST1244,2023-09-23 00:00:00,3,250.68,752.04
INV11394,CUST1244,2023-09-23 00:00:00,2,136.32,272.64
INV11394,CUST1244,2023-09-23 00:00:00,1,285.73,285.73
INV11395,CUST1244,2023-04-28 00:00:00,3,409.72,1229.16
INV11395,CUST1244,2023-04-28 00:00:00,3,473.97,1421.91
INV11396,CUST1244,2023-07-31 00:00:00,2,418.18,836.36
INV11396,CUST1244,2023-07-31 00:00:00,6,227.83,1366.98
INV11396,CUST1244,2023-07-31 00:00:00,4,156.58,626.32
INV11397,CUST1244,2023-09-14 00:00:00,6,464.74,2788.44
INV11397,CUST1244,2023-09-14 00:00:00,1,367.66,367.66
INV11397,CUST1244,2023-09-14 00:00:00,4,336.28,1345.12
INV11397,CUST1244,2023-09-14 00:00:00,4,225.33,901.32
INV11398,CUST1244,2023-09-04 00:00:00,10,85.41,854.1
INV11398,CUST1244,2023-09-04 00:00:00,1,242.15,242.15
INV11398,CUST1244,2023-09-04 00:00:00,4,127.96,511.84
INV11398,CUST1244,2023-09-04 00:00:00,2,442.97,885.94
INV11399,CUST1244,2023-11-16 00:00:00,10,37.06,370.6
INV11399,CUST1244,2023-11-16 00:00:00,6,264.99,1589.94
INV11399,CUST1244,2023-11-16 00:00:00,10,293.31,2933.1
INV11400,CUST1244,2023-07-08 00:00:00,2,410.54,821.08
INV11401,CUST1244,2023-11-23 00:00:00,2,271.72,543.44
INV11401,CUST1244,2023-11-23 00:00:00,2,49.19,98.38
INV11402,CUST1244,2023-10-27 00:00:00,2,309.65,619.3
INV11402,CUST1244,2023-10-27 00:00:00,1,281.62,281.62
INV11402,CUST1244,2023-10-27 00:00:00,6,454.13,2724.78
INV11402,CUST1244,2023-10-27 00:00:00,6,409.34,2456.04
INV11403,CUST1244,2023-02-18 00:00:00,3,180.14,540.42
INV11403,CUST1244,2023-02-18 00:00:00,10,177.24,1772.4
INV11403,CUST1244,2023-02-18 00:00:00,2,276.99,553.98
INV11403,CUST1244,2023-02-18 00:00:00,2,339.59,679.18
INV11404,CUST1244,2023-08-13 00:00:00,4,274.74,1098.96
INV11404,CUST1244,2023-08-13 00:00:00,1,208.32,208.32
INV11404,CUST1244,2023-08-13 00:00:00,4,458.37,1833.48
INV11405,CUST1244,2023-01-23 00:00:00,1,465.06,465.06
INV11405,CUST1244,2023-01-23 00:00:00,2,325.27,650.54
INV11405,CUST1244,2023-01-23 00:00:00,10,0.0,1436.5
INV11406,CUST1245,2023-02-17 00:00:00,10,17.61,176.1
INV11406,CUST1245,2023-02-17 00:00:00,6,110.99,665.94
INV11406,CUST1245,2023-02-17 00:00:00,4,99.76,399.04
INV11406,CUST1245,2023-02-17 00:00:00,6,102.99,617.94
INV11407,CUST1245,2023-04-16 00:00:00,6,41.73,250.38
INV11407,CUST1245,2023-04-16 00:00:00,1,113.22,113.22
INV11407,CUST1245,2023-04-16 00:00:00,6,97.68,586.08
INV11407,CUST1245,2023-04-16 00:00:00,4,58.18,232.72
INV11408,CUST1246,2023-06-26 00:00:00,4,85.51,342.04
INV11409,CUST1246,2023-04-20 00:00:00,6,67.28,403.68
INV11409,CUST1246,2023-04-20 00:00:00,2,97.0,194.0
INV11409,CUST1246,2023-04-20 00:00:00,4,137.12,548.48
INV11410,CUST1246,2023-08-15 00:00:00,4,155.75,623.0
INV11410,CUST1246,2023-08-15 00:00:00,3,48.35,145.05
INV11411,CUST1246,2023-03-26 00:00:00,4,69.49,277.96
INV11411,CUST1246,2023-03-26 00:00:00,10,150.9,1509.0
INV11411,CUST1246,2023-03-26 00:00:00,2,241.53,483.06
INV11412,CUST1246,2023-08-19 00:00:00,3,204.24,612.72
INV11413,CUST1246,2023-01-14 00:00:00,10,277.67,2776.7
INV11413,CUST1246,2023-01-14 00:00:00,4,136.87,547.48
INV11413,CUST1246,2023-01-14 00:00:00,1,146.64,146.64
INV11414,CUST1246,2023-09-08 00:00:00,6,263.1,1578.6
INV11414,CUST1246,2023-09-08 00:00:00,1,96.06,96.06
INV11415,CUST1246,2023-03-04 00:00:00,6,258.88,1553.28
INV11415,CUST1246,2023-03-04 00:00:00,6,99.69,598.14
INV11416,CUST1247,2023-01-07 00:00:00,3,107.74,323.22
INV11416,CUST1247,2023-01-07 00:00:00,4,104.14,416.56
INV11416,CUST1247,2023-01-07 00:00:00,10,33.95,339.5
INV11417,CUST1248,2023-01-10 00:00:00,4,40.51,162.04
INV11417,CUST1248,2023-01-10 00:00:00,10,89.06,890.6
INV11418,CUST1248,2023-08-04 00:00:00,6,48.61,291.66
INV11419,CUST1249,2023-01-05 00:00:00,6,13.28,79.68
INV11419,CUST1249,2023-01-05 00:00:00,2,69.45,138.9
INV11419,CUST1249,2023-01-05 00:00:00,1,41.69,41.69
INV11420,CUST1249,2023-01-15 00:00:00,4,28.36,113.44
INV11420,CUST1249,2023-01-15 00:00:00,2,41.05,82.1
INV11420,CUST1249,2023-01-15 00:00:00,2,14.22,28.44
INV11420,CUST1249,2023-01-15 00:00:00,6,60.01,360.06
INV11421,CUST1249,2023-03-08 00:00:00,10,39.65,396.5
INV11421,CUST1249,2023-03-08 00:00:00,2,44.78,89.56
INV11421,CUST1249,2023-03-08 00:00:00,4,34.92,139.68
INV11421,CUST1249,2023-03-08 00:00:00,6,42.61,255.66
INV11422,CUST1250,2023-08-14 00:00:00,10,116.19,1161.9
INV11422,CUST1250,2023-08-14 00:00:00,1,101.73,101.73
INV11422,CUST1250,2023-08-14 00:00:00,4,182.93,731.72
INV11423,CUST1250,2023-10-17 00:00:00,3,85.74,257.22
INV11423,CUST1250,2023-10-17 00:00:00,10,103.74,1037.4
INV11423,CUST1250,2023-10-17 00:00:00,10,57.9,579.0
INV11423,CUST1250,2023-10-17 00:00:00,3,127.08,381.24
INV11424,CUST1250,2023-04-09 00:00:00,1,182.16,182.16
INV11424,CUST1250,2023-04-09 00:00:00,3,134.12,402.36
INV11424,CUST1250,2023-04-09 00:00:00,3,22.17,66.51
INV11424,CUST1250,2023-04-09 00:00:00,2,282.34,564.68
INV11425,CUST1250,2023-07-13 00:00:00,6,182.38,1094.28
INV11425,CUST1250,2023-07-13 00:00:00,10,237.77,2377.7
INV11425,CUST1250,2023-07-13 00:00:00,1,179.4,179.4
INV11425,CUST1250,2023-07-13 00:00:00,2,175.6,351.2
INV11426,CUST1250,2023-06-21 00:00:00,2,25.17,50.34
INV11427,CUST1250,2023-10-19 00:00:00,2,202.68,405.36
INV11427,CUST1250,2023-10-19 00:00:00,1,201.41,201.41
INV11427,CUST1250,2023-10-19 00:00:00,2,275.82,551.64
INV11428,CUST1251,2023-03-05 00:00:00,4,88.75,355.0
INV11428,CUST1251,2023-03-05 00:00:00,6,23.55,141.3
INV11428,CUST1251,2023-03-05 00:00:00,4,30.53,122.12
INV11428,CUST1251,2023-03-05 00:00:00,10,100.01,1000.1
INV11429,CUST1251,2023-03-20 00:00:00,10,119.05,1190.5
INV11429,CUST1251,2023-03-20 00:00:00,10,137.76,1377.6
INV11430,CUST1251,2023-09-01 00:00:00,3,90.71,272.13
INV11430,CUST1251,2023-09-01 00:00:00,6,73.07,438.42
INV11430,CUST1251,2023-09-01 00:00:00,3,136.51,409.53
INV11431,CUST1251,2023-06-03 00:00:00,6,171.24,1027.44
INV11431,CUST1251,2023-06-03 00:00:00,2,31.87,63.74
INV11432,CUST1251,2023-01-14 00:00:00,2,170.91,341.82
INV11432,CUST1251,2023-01-14 00:00:00,6,154.02,924.12
INV11432,CUST1251,2023-01-14 00:00:00,6,89.12,534.72
INV11433,CUST1251,2023-02-09 00:00:00,10,107.06,1070.6
INV11434,CUST1251,2023-10-12 00:00:00,10,22.93,229.3
INV11434,CUST1251,2023-10-12 00:00:00,1,66.26,66.26
INV11435,CUST1251,2023-01-17 00:00:00,4,80.9,323.6
INV11435,CUST1251,2023-01-17 00:00:00,3,182.27,546.81
INV11435,CUST1251,2023-01-17 00:00:00,4,14.06,56.24
INV11435,CUST1251,2023-01-17 00:00:00,1,99.51,99.51
INV11436,CUST1251,2023-05-09 00:00:00,1,25.39,25.39
